,rating,userName,developerResponse,title,date,review,isEdited
185,5,2083131234,"{'id': 32039806, 'body': ""Hi, thank you so much for taking the time to share your amazing feedback. It means a lot to us that you had a positive experience and we hope you continue to choose FARFETCH as your luxury fashion destination. If there is anything else we can help you with, please send us an email to customerservice@farfetch.com. We'll be glad to help you! FARFETCH\n"", 'modified': '2022-09-15T14:31:27Z'}",Love it,2022-09-08 06:40:54,This is like your best clothing app out there it has all the brands and faction you need,False
186,5,Lavidav,,My Favorite Online Store,2018-09-06 16:07:07,Farfetch is the best place to shop online!  Huge selection of Brands and items.,False
187,4,Trint3..0,"{'id': 31043796, 'body': ""Hi,\n\n\r\n\r\nWe appreciate you taking the time to share your feedback and we'll be using your comments to improve our service.\n\n\r\n\r\nIf you want to know more about our business model and for all customer service-related queries we kindly invite you to reach out to us through email at customerservice@farfetch.com or call us on +1 646 791 3768 and we will be glad to help you!\n\n\r\n\r\nFARFETCH\r"", 'modified': '2022-07-22T17:06:50Z'}",Great quality.,2022-07-08 15:31:26,Great service but the the extra fees overpower the sale. I wish you could bid or talk the vendors down.,False
188,5,Gorge!,"{'id': 32284535, 'body': ""Hi, \r\n\r\nThank you so much for taking the time to share your amazing feedback. \r\n\r\nIt means a lot to us that you had a positive experience and we hope you continue to choose FARFETCH as your luxury fashion destination. \r\n\r\nIf there is anything else we can help you with, please send us an email to customerservice@farfetch.com. We'll be glad to help you! \r\n\r\nFARFETCH\r"", 'modified': '2022-09-28T15:49:10Z'}",So excited to have this brand new bikini,2022-09-19 05:07:37,I was told by friends that Farfetch is the best to buy luxury name brands designers,False
189,5,TexasRawker,,Americans can finally dress better without traveling!,2020-05-17 15:06:08,Thank you,False
190,5,Buyer of Designer,"{'id': 12164227, 'body': ""Thank you so much for your review! We're happy to hear that you've enjoyed shopping with us."", 'modified': '2019-12-02T15:50:58Z'}",Hugely recommended,2019-11-27 20:16:49,Great site/company.  Customer service is especially helpful (first-hand experience).,False
191,5,Mochamushroom,"{'id': 12164272, 'body': ""Thanks for your review! We're glad to hear that you're enjoying using our app."", 'modified': '2019-12-02T15:53:06Z'}",The best shopping app,2019-11-28 18:19:51,It’s an amazing app so easy to use so easy to navigate the filter is great the payment methods are fast and easy awesome app!! 👏👍,False
192,1,mrvgleks,,Returns are not reliable,2021-09-01 17:06:44,I ordered a few products and returned 3 items back with all the return labels attached and the DHL courier came at my door to pick them up. But somehow they didn’t ship one of them and now Farfetch is charging me $400 for an item I didn’t keep.,False
193,1,monique11600,,Updated inventory,2021-01-27 02:49:59,It’s trouble that you guys don’t know what is in the inventory. You should require the stores to update daily what is left to buy. Instead of thinking you’re buying something then get an email saying otherwise.,False
194,5,Tubby and Tiddler,,Great Products and Deals!,2019-02-01 02:47:33,I am really enjoying this site. I am an older lady and they have a great selection for me.,False
195,5,xxdriftyy,,Prices,2018-01-08 08:08:58,Great Prices you can definitely catch a deal or 2 with them !!!,False
196,5,Erik Shehu,,Make it compatible for Iphone X,2017-11-30 23:54:51,Make it compatible with Iphone X please. Other than that this app is freaking perfect.,False
197,5,123!567,,Lots of stuff!,2022-10-11 20:15:38,I love this website!  Lots of stuff so I still need time to browse.  Love it!,False
198,5,53BigO,"{'id': 32284557, 'body': ""Hi, \r\n\r\nThank you so much for taking the time to share your amazing feedback. \r\n\r\nIt means a lot to us that you had a positive experience and we hope you continue to choose FARFETCH as your luxury fashion destination. \r\n\r\nIf there is anything else we can help you with, please send us an email to customerservice@farfetch.com. We'll be glad to help you! \r\n\r\nFARFETCH\r"", 'modified': '2022-09-28T15:49:52Z'}",Hands down best,2022-09-22 11:21:24,Who can beat them might as well join them 🤷🏽‍♂️💪🏾🤞🏾🙌,False
199,5,jellyhan27,,Cool experience!,2020-10-24 00:48:42,"Authentic items, I usually buy bags and clothing from there, and return policy is good too! A very trustable app to buy luxury things!",False
200,5,MGL74,,Great,2020-05-06 21:42:27,Farfetch is the one i can trust when it goes to shopping online awesome! Very efficient when they deliver.,False
201,5,darealtonysosa,,Farfetch lover,2022-10-04 22:44:04,I love shopping here have all the designer and stay with the sales and discounts,False
202,5,MafqJones,"{'id': 31805397, 'body': ""Hi,\n\nWe appreciate you taking the time to share your feedback and we'll be using your comments to improve our services and catalogue. \n\nIf you have additional feedback or need help with an unresolved issue, please send us an email to customerservice@farfetch.com. \n\nFARFETCH\r\n"", 'modified': '2022-09-02T22:19:28Z'}",Great app,2022-08-29 19:38:38,Would love to see more soccer related products like cleats and limited edition premium balls,False
203,5,mlg385,,Michael Greenhill,2019-12-30 17:43:26,The store has complete lines of all products sold. It’s a fantastic store to visit often,False
204,4,$&$$$$$888,"{'id': 31284278, 'body': ""Hi,\n\n\r\n\r\nThank you so much for taking the time to share your amazing feedback.\n\n\r\n\r\nIt means a lot to us that you had a positive experience and we hope you continue to choose FARFETCH as your luxury fashion destination.\n\n\r\n\r\nIf there is anything else we can help you with, please send us an email to customerservice@farfetch.com. We'll be glad to help you! \n\n\r\n\r\nFARFETCH\r"", 'modified': '2022-08-04T16:52:43Z'}",$$$$$$$,2022-07-29 22:55:42,Everything has been done professionally,False
205,1,WrestleFan,,Buyer beware! Scam!,2020-07-15 12:12:41,Had a package that was never delivered. Farfetch took over two weeks to get back to me. No refunds zero help. They have zero care for the customer. Proceed with caution when using them. If you have an issue do NOT expect any help whatsoever. Their customer service is absolutely deplorable to say the least.,False
206,5,naturally fashion,,Never under mind fashion luxury,2019-06-04 19:25:27,It’s always nice to find a deal or two or three or............you get it,False
207,5,London Mathews,,Clutch,2017-11-10 18:06:12,Always pulls through in the clutch for me. Customer service makes the experience worthwhile.,False
208,5,smg_water,"{'id': 32284429, 'body': ""Hi, \r\n\r\nThank you so much for taking the time to share your amazing feedback. \r\n\r\nIt means a lot to us that you had a positive experience and we hope you continue to choose FARFETCH as your luxury fashion destination. \r\n\r\nIf there is anything else we can help you with, please send us an email to customerservice@farfetch.com. We'll be glad to help you! \r\n\r\nFARFETCH\r"", 'modified': '2022-09-28T15:45:08Z'}",I luv this app,2022-09-16 17:19:13,"When it comes to shopping for clothes, shoes,&  accessories Farfetch is the best! Hands down!!",False
209,5,Diegoaka,,Best ever,2021-11-16 22:02:01,My go online shopping platform. All designer stores in one,False
210,5,TaviMom,,Prada Hat,2020-11-23 00:45:58,I love Farfetch I’ve been shopping with this site for years & I’ll never go anywhere else,False
211,5,Sexxyirican,,Customer service,2020-07-09 12:23:30,Great customer service! Thanks not to mention great prices as well .....,False
212,5,CWholl,,Shoes,2018-06-23 19:58:09,The service is outstanding...I will always shop at Farfetch for my designer shoes that are hard to find 😃,False
213,5,Manofstl65,,The Gerson,2022-04-25 14:49:14,"So far I have one pair of the shoes, I’m very excited about the boots coming.",False
214,5,bunnygirlsayshi,,So easy to shop,2019-03-09 23:00:21,Literally makes it so effortless and convenient.,False
215,2,EverydayRebel,"{'id': 22539491, 'body': 'Hi, thanks for your review. To make your shopping experience the best it can be, we rely on your feedback. This will be used to improve our app, so please stay tuned for a future update!', 'modified': '2021-04-29T17:43:52Z'}",App is clunky,2021-04-15 04:31:07,"With the recent updates, there’s no way for me to see just my favorite designers.

Literally just want the list. Why’s that difficult?

App also forces landscape mode....",False
216,5,Brown 🦊 Fox,,Farfetch,2021-11-29 19:59:20,I love the sales when they come randomly.🙃,False
217,5,bsrto,,Favorite vendor!,2021-04-03 14:06:30,"The difference, your outstanding customer service and gracefull patience and support. Sicerely, A. Smith",False
218,5,AnisaHarka,,Super easy and fast,2020-08-07 14:32:58,Love how easy it is to search,False
219,2,viktrcoim,"{'id': 14191432, 'body': 'Thank you so much for your feedback. To make your shopping experience the best it can be, we rely on your feedback. This will be used to improve our app so please stay tuned for future updates.', 'modified': '2020-03-23T14:51:31Z'}",Average app. Web version is way better.,2020-03-13 14:19:29,I'm still waiting for you to add the filter Origin/Origination in the app. The web version for desktop and mobile already have it so why you don't just add this in the app?,False
220,5,bobmassie,,Black Friday,2018-11-23 02:10:57,"Click, click, click best prices, easiest website, purchases on their way; yay!",False
221,5,bestpuzzler11,,Good service!,2021-12-05 19:19:20,Love the sales and discounts. Love the easy checking out process! I love Farfetch!,False
222,5,8 i 75,,Bad experience,2020-08-06 23:21:06,Ordered a Bally shirt black! They send a white one. I ordered another black shirt and another white shirt. Smh,False
223,5,Raqu3nel4,,AMERICAN LANGUAGE?,2020-05-21 20:44:45,"I just wish people used their brain before they disrespect a whole CONTINENT, over an app that didn’t care for their little money, LADY ON THE FIRST REVIEW, USE YOUR 5k TO GO BACK TO SCHOOL, “MEXICAN SPANISH” DOESN’T EXIST...",False
224,5,riababes,,Balmain,2019-08-20 01:45:11,Love this site. Easy to purchase and delivered within 48 hours of purchasing.,False
225,5,Ginnaq,,Purchase,2018-08-08 23:22:32,Quick and easy shipping. Thank you!,False
226,3,Lulwalux,,Country missing from the drop down menu,2018-10-24 18:01:55,Palestine was missing from the country drop down menu,False
227,5,5Chanels,,Great,2018-06-28 12:36:47,"I ordered on Sunday afternoon from Fla. the handbag was coming from the United Kingdom, it arrived on Wed. It was just as described. The communication was excellent. I highly recommend Farfetch!",False
228,5,Revolver100,,In love,2017-12-19 00:21:12,Fast delivery and better pricing than most online luxury stores.,False
229,5,rubmac700,,Clothing,2021-05-27 19:23:41,Everything has been great thus far. I appreciate the apparel Farfetch 💯,False
230,1,anti-notifications,,Can’t ever log in,2022-10-25 00:18:29,I know my credentials are correct because I can log into my account on desktop. But my same information is always invalidated in the app. It makes zero sense. I’ll shop elsewhere.,False
231,5,No Ma'am!,,Absolutely Love This Site!,2019-04-02 15:23:46,Fast shipment from stores all over the world and easy returns!,False
232,3,aadst11,"{'id': 12042279, 'body': 'Hi, thank you so much for your review. To make your shopping experience the best it can be, we rely on your feedback. We appreciate you taking the time to share your comments and we hope you stay tuned to future changes.', 'modified': '2019-11-25T15:29:06Z'}",Shipping fees,2019-11-24 08:12:27,Its ridiculous that someone can spend thousands and still be charged a shipping fee??   The different prices by size make sense on hot sneakers but everything else??,False
233,5,Bobby Axelrod,,Great stuff,2022-05-11 04:23:31,Simply no market place for clothes like it.,False
234,1,Disappointed Chicago,,Misleading Pricing,2018-08-16 01:37:51,"This website is very misleading with the pricing.  When you ask why you get a lot of pure bullsh_t! I should have rated less than one star.😡 I clicked an item because it said $243, when the item opened it was $324, when I selected my size it was $484 what-the-hell?!!!😡",False
235,5,talking tom cat,,Top Buyer,2021-11-14 14:20:08,Best place to shop Fast delivery worldwide fashion platform keep it up with quantity 👍🏼,False
236,5,allypaws,,I wish Farfetch would offer more Promo Codes,2019-11-19 23:20:37,I wish Farfetch would offer,False
237,1,Fan02202,"{'id': 22539467, 'body': 'Hi, thanks for your review. To make your shopping experience the best it can be, we rely on your feedback. This will be used to improve our app, so please stay tuned for future updates!', 'modified': '2021-04-29T17:41:44Z'}",Lots of Negative Reviews,2021-04-16 14:27:28,"Due to the numerous negative reviews I have opted not to use this site. Customer service is equally important as the product.  If I receive a product not as described or as expected, then this issue should be remedied swiftly. - It’s a no go for me.",False
238,5,maryal81,,Loveee it,2019-02-01 20:16:36,This is the best shop ever. Whatever I need I always find in Farfetch! Loveeee it !! Lucky to have found you 🥰❤️❤️,False
239,5,liz54tx,,Liz,2018-02-23 19:11:47,My favorite online store.  You can find all the greatest designers in one place.  Love it!,False
240,5,LTSHOPS,,So Happy,2022-06-19 19:08:15,Love Klarna because they remember me & make everything simple but secure!,False
241,5,Abduld510,,Shannons a rockstar!,2019-11-05 22:30:04,Went above and beyond to address and resolve my issue! Thanks again!,False
242,1,oajenxhwk,,Bad service bad delivery,2022-11-10 19:58:35,One of my deliver just not arrive in the outside of my apartment. No one ever care about this. And I cannot find my delivery. The Farfetch said they can do nothing. Poor app. Terrible experience. The item is almost 1000dollars. So bad.,False
243,1,Disappointed Client NYC,,DO NOT SHOP WITH FARFETCH,2020-03-04 13:20:52,I have never experienced using an app or shopping with a merchant where after you’ve paid for your items they become out of stock for you a day later. Save you money and shop with a major department store or trusted luxury retailer. This operation is a joke.,False
244,5,Dannigray,,Great shopping,2019-06-15 07:54:03,Shopping at home it is just a great selection with excellent delivery. Truly a great site.,False
245,5,Freddy Z,,Freddy,2019-04-03 20:20:01,Fast shopping and great quality items. Breath of fresh air always at Farfetch,False
246,5,elmusik,"{'id': 31284314, 'body': ""Hi,\n\n\r\n\r\nThank you so much for taking the time to share your amazing feedback.\n\n\r\n\r\nIt means a lot to us that you had a positive experience and we hope you continue to choose FARFETCH as your luxury fashion destination.\n\n\r\n\r\nIf there is anything else we can help you with, please send us an email to customerservice@farfetch.com. We'll be glad to help you!\n\n\r\n\r\nFARFETCH\r"", 'modified': '2022-08-04T16:56:18Z'}",El,2022-08-03 10:59:28,Will order again,False
247,5,ajskate8,,Love the Simplicity of the FF app,2021-09-05 16:59:40,"Super smooth to use, excellent selection on current lines I LOVE it!!!",False
248,5,Anna=]••••,,Easy shopping,2021-04-02 01:04:36,"Love this app, super easy to shop in!",False
249,5,lynham21,,Good stuff,2021-02-16 01:39:44,Good stuff on here I highly recommend,False
250,5,Con-o-saur,,On point,2020-07-02 10:21:39,From app to door has been seamless.,False
251,5,Kevaojya,,Blue MEN'S NIKE AIR MAX 97,2019-01-18 18:15:12,Ordered these for my son. We received them a day early. Shoes were as expected and my son loves them. Packing was nice as well. Fit was great. Thanks,False
252,5,olasexy,,Review !,2020-06-14 02:38:09,Farfetch always got me !!! Quality products always !,False
253,1,cmalek,,Many items cost more than twice than from designer directly,2020-12-28 03:46:52,All the items for Miu Miu are twice the cost that the designer charges. Where does the rest of the money go?,False
254,1,rsaad1784,,Waste of time,2020-09-09 06:15:06,"I have literally perfect credit and my payment isn’t accepted with 3 different cards. They cancel the order almost immediately—I’m based in the United States. Is this a foreign app?

I was literally about to spend 3-5k. Their loss. 

Unreliable. Waste of time.",False
255,5,Nik&Dj,,I love this App,2020-02-09 16:02:34,This is my favorite shopping site. It ships fast and easy return,False
256,5,Blessed bey,,Never a miss,2020-12-04 06:54:32,Love this app. I find everything I’m looking for here!,False
257,3,@threadhabits,"{'id': 1588495, 'body': ""Hello, we're so sorry that you're experiencing issues with the app. Please download our next update and let us know if you continue to see any problems."", 'modified': '2017-10-25T20:04:55Z'}",Key error,2017-10-18 15:18:12,"Hey guys! Love the app and company, but it seems like you have an absolutely vital error happening upon the launch of the app 

It says something about a revitalization key error",False
258,5,Moe Razi,,Love FarFetch!,2017-10-18 20:19:32,"Love the fact that the delivery is so fast 
You can find everything ! 💖",False
259,5,Duque Olives,,My second purchase using Klarna,2022-02-09 23:54:47,"So Excited !!!
The Best !!!",False
260,5,$c smooth,,LOVE IT,2020-11-28 00:18:38,Veryyyyyy convenient love being a loyal customer always reliable,False
261,5,Sarah...1,,Great but expensive,2020-10-25 00:03:14,Too expensive  💸,False
262,5,Smooth process,,Nice time shopping,2020-08-30 05:39:40,Good quality. Smooth process. Thanks!,False
263,5,paulinpgp,,Malfunction,2018-09-11 15:51:03,Crashes easily,False
264,1,Vadim Wolfson,"{'id': 11824988, 'body': ""We're sorry to hear that you're having issues arranging a return and we appreciate your feedback. We hope everything has been sorted but if you still need help, feel free to contact our Customer Service team for assistance."", 'modified': '2019-11-13T14:39:22Z'}",Very poor business model,2019-11-13 10:12:49,It’s working wonderful when you buy something but when you will try to return items you bought it’s a long sad story nothing work properly and so on,False
265,5,MimiKing,,Easy shopping,2017-10-30 11:15:35,Love how simple they make shopping and returns.  Packaging is excellent too!  Love the collections!,False
266,5,he can always offer them 101,,I love the site,2022-03-23 17:39:48,Thank you,False
267,5,jambisco,,Wonderful site to shop on 😍😍😍😍🤗,2017-10-16 22:08:31,Wonderful site to shop on 😍😍😍😍🤗,False
268,4,DHate not for stupid people,,Don’t take afterpay,2021-05-05 13:46:57,U guys do not take afterpay y is that still love shopping with you guys,False
269,1,YungCane,,Over priced for nothing!!!!!,2020-08-28 19:30:43,Y’all are selling things wayyyyy too high it’s ridiculous I didn’t even purchase anything do to the fact I know I can buy it cheaper at 100 other stores or websites y’all are crazy!,False
270,1,mbooogiiee,,Review,2019-06-26 18:35:09,"My package went missing i didn’t receive what I ordered and had to re purchase the item. Also didn’t receive a refund, the item or a discount nor store credit at least",False
271,5,sangcale970,,Good app,2022-05-09 01:28:51,Easy to find what i want,False
272,1,Not your B,,Crook partners!!!,2022-06-06 16:37:30,"I ordered from Farfetch for very first time and the very first time they didn’t send me one of my items in my package and they claimed they did by their partner. So basically they make you a liar. 
Be aware of crook partners they work with.",False
273,5,Quiliford,,Review,2020-07-28 01:22:13,Love how they have every size and the fastest shipping possible,False
274,5,Bella Vuu,,Good service and fast service,2020-05-21 15:38:03,Nice,False
275,1,222Family,"{'id': 16854846, 'body': ""Thank you so much for your feedback. We're sorry to hear that your order was canceled unexpectedly. Unfortunately this cancellation could have happened for several reasons, including payment or stock issues. If you need any assistance, our Customer Service team will be happy to help."", 'modified': '2020-07-24T18:25:23Z'}",Horrible,2020-07-17 17:42:54,"I ordered yesterday and my order was canceled today I don’t understand how that occurred ! 
I started off loving this site but now I feel disappointed because it messed up my order and confidence in the site !",False
276,1,Ren3756,,Slow,2022-11-22 18:55:45,When I click “filter” everything just stops and the app become super slow.,False
277,1,ryaiit,,No respect and rude,2021-01-10 11:03:45,The do not respect and the dont even reply to anyone and they take my money and cancel my order for no reason i tried to contact to them million time and didn’t get any reply!!!!!,False
278,5,garyvol,,The best period.,2020-01-21 03:52:37,"Simply the best... selection, luxury, quality, prices, sales, sales plus 20 percent!",False
279,5,Moody Mel,,Excellent Customer Service,2022-01-19 06:35:56,"Great Customer Service
Fabulous Fashion Clothing and Designers
with ranges of sizes",False
280,5,driplikeaboss,,Best shopping app for high-end fashion.,2020-06-18 21:23:13,Best prices hands down for any drip you need.,False
281,1,JUK117007,,Customer Service is a Joke at Farfetch,2021-12-19 09:50:11,I can’t even say it’s the worst customer service department I’ve seen because it’s only such a joke it cannot even qualify as one to begin with.,False
282,1,Yangzhenren,,Farfetch is a joke,2021-12-12 14:50:01,"Setting their price from 50% to 500% higher than other major websites, you have no idea what’s going on in the brain of whoever runs this business.",False
283,5,CBonsu,,Service,2020-01-24 21:07:12,I can always find what I want.. and delivery is rapid..,False
284,3,Wong Fe Ho,,Problem with first debit card,2020-06-11 00:34:58,They force me to use another card and I really didn’t want to!!,False
285,5,EDOD,,Great app,2019-04-15 00:07:37,"Really easy way to spend a lot of money

Oof my wallet, 10/10",False
286,3,MGM girl,"{'id': 10911699, 'body': 'Hi, thank you for your feedback! We hope you love your purchase! Remember, if you have any questions about your order our customer service team is always available to help.', 'modified': '2019-09-26T14:05:46Z'}",Easy to navigate,2019-09-22 18:37:56,Meant to give a 4 star but it sent before I could upgrade it . Will up the stars and review after I re I eve the dress !,False
287,4,ayselkaaaaaaaa,,Customer care,2019-07-18 17:44:34,Poor customer care,False
288,5,CrazyDavidThan,,T-Shirts,2021-06-21 02:09:33,Always good items,False
289,5,FlyerLansky,,Best App ever,2021-03-03 13:34:56,I woulda gave 6 stars but they wouldn’t let me,False
290,5,KHalloodz,,Outstanding.,2020-03-29 20:45:06,Spent all my money on this application.,False
291,5,The orginal Hollywood,,Loving this site!,2019-02-02 23:07:28,Thanks for all the designer things that keep me on the style forefront ❤️❤️,False
292,5,best food delivery,,Amazing,2018-08-24 04:13:04,"As an employee and a customer, I am proud of the service and love shopping @ Farfetch!",False
293,5,Kepler101,,"Great app, has been using for 4 years, excellent customer servise",2018-06-11 06:40:51,Love!,False
294,1,Gazkw,,Apple Pay does not work,2018-07-09 11:09:16,"Despite having Apple Pay set-up and used regularly on my phone, this app keeps pointing to the set-up menu and does not allow it to chosen as a payment option.",False
295,5,Wonwis,,The Best,2021-12-23 17:19:06,The easiest way to buy gray brands with the comfort of your cellphone.,False
296,5,skshops,,The best collection,2021-01-29 11:43:32,I love Farfetch. The simplest way to shop and a fabulous collection.,False
297,1,Deviouskh,,Always an error,2021-08-02 15:25:09,Coupons never work it will be nice for a promotion to actually work. There’s always a problem using alternate payment methods.,False
298,1,八荒六合乌鸡炖汤,,No idea what is going on,2021-03-23 19:50:37,"I just got a push message from farfetch, ""a test message"", omg, could your engineers work more carefully? Please dont use production to test, and improve your customer service pleasr.",False
299,5,Maxd1990,,Excellent,2019-10-13 15:28:48,"I use it all the time! Great service, fantastic return policy and great brands / designers!",False
300,5,yas ksa,,High price not like before,2019-07-18 11:59:39,Highly price,False
301,5,hot babe !,,BEST place for Quality !,2018-09-08 09:42:02,Have been a Fan & a customer since the very beginnings of FarFetch !   Awesum Merch !,False
302,5,claumarcrlla,,Best deals!,2017-12-27 22:01:56,I’m so pleased with Farfetch because they have a great service and good prices!,False
303,5,Caren 2,,Simply The Best!,2020-11-16 14:59:46,Wonderful selection. Quick shipping.,False
304,3,Imaduforo,,Ok,2022-01-09 01:14:40,They don’t have promo codes and they would not let me use one for my birthday. Not fair!,False
305,5,SAMBACKYYGREEN,,Service,2020-06-26 20:20:51,A great service always !!!!!,False
306,1,Q8i101,,Late order and bad customar sarvice,2020-07-14 07:49:51,"I order in 20-6 broush tory burch in same my country but the they didnt bring it untile
 3 week when i call to customar sarvice they say we will check and never do any thing it tooo bad and this last time i ordar from farfatch",False
307,5,abearaz,,Great selection!,2022-06-29 16:50:53,Have all the best styles.,False
308,1,Gululi,,The app can never be loaded,2018-03-16 18:32:00,"Keep asking waiting! After several minutes, screen still showing ‘loading, please wait a moment’",False
309,5,mo23111982,,Just amazing,2022-06-20 01:25:32,Best website ever for clothing,False
310,5,Educator57,,Great Service & Brands,2022-01-17 18:27:43,I love FF.  Excellent quality brands and courteous customer service.,False
311,5,ttwright79,,Love this site!,2020-09-20 13:25:01,Great products with fast delivery!!,False
312,5,Og Goatie,,"Smooth app, makes me happy to give my money!",2020-05-17 16:13:59,Love this app,False
313,1,Aiwillis,,Search function is the worst,2020-09-01 09:22:34,I type a brand and model but as soon I want to filter the many results it includes a million other brands. What gives?,False
314,1,No help!!!!,,App stopped working,2018-10-24 19:31:54,"App shut down while placing an order about a month ago, keep getting a “retry” message.  Called 4 times, but no help at all.  Stopped buying from them completely.",False
315,1,KEEPS CANCELLING ORDER,"{'id': 23081518, 'body': ""Hi, thanks for getting in touch with us. We're really sorry to hear that you're experiencing issues with your order. If it hasn't been resolved, please feel free to contact us and we'll be happy to help."", 'modified': '2021-05-29T22:38:43Z'}",Order cancelled,2021-05-25 23:26:53,My order has been cancelled 5 times i’ve sent everything they need to confirm and they still cancelled my order,False
316,5,BigWaka,,I love it ❤️,2017-12-16 07:09:55,Always on time and always have the best deals!🙏🏾,False
317,5,hanan essa,,Discount Coda,2021-07-22 19:17:50,I need more discount promotion and it should be valid for all brands .,False
318,5,Change plez,,Farfetch Review,2020-06-16 22:48:20,Great deals for quality products,False
319,2,azzyr.,,Frustrated,2021-06-25 22:01:10,"It said that all taxes and import costs was included, yet I was charged tax, shipping, and non of the promotion codes I tried worked or applied.",False
320,5,mydidass,,Found my stuff!,2022-06-20 10:59:16,Great!,False
321,1,Mrs.ScamLikely,"{'id': 32284545, 'body': ""Hi,\r\n\r\nThank you so much for taking the time to share your feedback. We’re sorry to hear that you weren’t satisfied with your recent shopping experience.\r\n\r\nSince we don't have access to your account details here, we kindly invite you to send us an email to customerservice@farfetch.com so that we can help with any unresolved issues.\r\n\r\nFARFETCH\u200b\u200b\r"", 'modified': '2022-09-28T15:49:32Z'}",SCAM LIKELY,2022-09-19 20:13:23,Farfetch is Scammers!! They will give u a 15% off first order online but will cancel your order minutes later. & will not let you use it again,False
322,5,Bethlehem10,,Great!,2021-03-01 12:18:41,Great products and service!,False
323,1,Jayannnoneelse,"{'id': 27681523, 'body': 'Hi, thanks for your review. To make your shopping experience the best it can be, we rely on your feedback. This will be used to improve our app, so please stay tuned for a future update!', 'modified': '2022-01-26T18:24:19Z'}","Bad app - no size filter, no discount sorting",2022-01-24 04:18:38,"This app does not have size filters ruin or discount sorting, which makes shopping really difficult and unpleasant. It’s bad user experience.",False
324,5,koskoon,,Good site to shop ! Great costumer service!!,2022-04-05 22:05:54,Great costumer service,False
325,5,twistedright,,Great site!,2019-05-29 03:56:31,"Great site! One change needed, sorting shoes by size availability.",False
326,5,gdub0311,,Good service,2020-07-10 00:21:12,Very reliable,False
327,1,dowens784,,Horrible service and horrible logistics,2018-08-23 00:26:16,Horrible service good prices reason why I use but logistics of packages and customer service is horrible wanted to give 0 stars but prices reason why I gave one star,False
328,2,Promeu,,English language,2018-02-04 11:37:31,The app should let you keep the language as English even if you order for delivery in a non English speaking country like Germany. This would be a great help!,False
329,5,jessmta,,I love it !,2019-02-03 19:33:54,"Very easy, safe and always on time!",False
330,1,Kaya_H,,Bad service,2020-05-30 02:49:27,They canceled my order after 10 days. Saying the item is out of stock... why don’t you email me earlier so I won’t be excited for 10 days to receive my dream bag.,False
331,5,CFongFong,,Great Products!,2018-05-15 05:48:12,Always pleased with the selection of goods at Farfetch!,False
332,5,keikeuno,,Bodysuit,2020-12-11 14:16:54,Love the colors I hope it fits,False
333,5,Femmebunny,,Easy to use,2020-12-05 21:39:54,App easy to use!!!,False
334,5,Xoxander,,Great finds!,2020-05-18 16:06:41,I always find the best pieces on farfetch. Shipping and tax and import are usually affordable,False
335,1,sam wab,,No options,2020-10-31 10:31:34,I should be able to choose the currency of my payment,False
336,4,fl 4098,,Rick. Owens,2020-01-11 21:38:45,"Most of your designers are great but Owens is consistently overpriced and his shoes are manufactured asymmetrically !,

Suggest you delete the brand.",False
337,1,manal kuwaiit,,The Application doesn’t work!!!,2019-03-10 13:34:33,"Hi there! 
I have a problem with this App, My connection  is really good but I don’t know why it doesn’t work with me!!
So what should I do? I deleted the app and it still doesn’t work:(",False
338,1,shinde04,"{'id': 26438018, 'body': ""Hi, thanks for taking the time to get in touch with us as we value your feedback. We're really sorry to hear that you're experiencing issues with your refund. If it hasn't been resolved, please feel free to contact us and we'll be happy to help!"", 'modified': '2021-11-23T17:42:14Z'}",SCAMMERS,2021-11-17 13:07:25,As many others have posted this company is a complete scam when it comes to providing customer service. Refunds are never initiated for timely returns burning a hole in your pocket.,False
339,1,tony massino,,Haven’t received my order,2021-10-06 01:48:54,It’s been 2 months still never received my order or my refund,False
340,5,Destin27,,All The Drip,2019-03-09 00:42:17,Farfetch is amazing. That’s all you need to know.,False
341,2,limgod9,,First time purchase coupon (didn’t receive),2020-05-19 09:30:51,I didn’t not get I never got my 10% off,False
342,1,Accept My Flows,,Horrible!!!!!,2020-07-27 14:24:47,Every time I order from these guys my order end up getting cancelled & It take days for them to refund me my money. Please don't order from them.,False
343,5,TT4B,,Happy,2020-08-22 16:42:21,"Best shopping experience ever!!!
And always best merchandise and fast delivery!Looooove!",False
344,4,franromano2001,,Discounts????,2021-08-19 14:24:42,You state that there is a 70% discount on over 2000 pieces. How do I get to those pieces?,False
345,5,Rody2546,,Love the app,2020-04-30 17:29:24,Love the app and I can’t wait to get my belt,False
346,3,Killa.t0fu,,Developers Please,2020-05-30 14:48:15,Add Select All option for filter criteria so that we can deselect brands more easily. Make wishlist shareable.,False
347,5,meadoo,,The x20code,2018-10-31 18:33:53,"The x20code didn’t work with me, why ?",False
348,2,robert123 clive333,,Why do I keep getting emails about women clothing,2018-12-07 03:15:17,Fix the app already you need to up your costumer service,False
349,4,teeb going broke,,New Customer and no discount,2018-04-16 02:19:17,Like... can I get something?,False
350,1,Prettypixelz,,App never opens,2020-12-22 20:09:31,Mostly it won’t open and says to “retry”. I end up looking at Farfetch on their website,False
