,userName,rating,isEdited,title,review,date,appname
2716,ktgilead,1,FALSE,Search & Filter Dysfunctional,"The website has this issue, too, but it's worse on the app. Filtering search results doesn't work as intended. It's all a huge headache. As just one example, let's say you think you have all your filters set correctly. You see 165 results. But then you change how the results are sorted (example: Sort by Avg Customer Review) and now there are 15 results. Why would the other results disappear based on the sorting method? I could go on & on, but this app is pretty useless.",11/08/2019 20:19,amazon
2717,SmithAS19,3,FALSE,Every update makes it less functional,"Most recent update makes it impossible to now select an item for return on the app. Also, one thing I absolutely hate is not being able to define exact price range you’re looking in vs the pre-defined amounts. Having to go to a desktop each time especially in this day and age makes this app only partially helpful.",30/06/2019 2:00,amazon
2718,KevinGRios,2,FALSE,Broken,"Every time I filter my searches and unfilter them later on, it removes the majority of the products forever. If I were to search for a console for example, only limited accessories would appear, but not the console itself. This is a big problem for people. Not being able to find the products just because they used the ""Filter"" option once. So, in short words, the ""Filter"" option is broken.",23/09/2018 0:09,amazon
2719,Donna 0001234,2,FALSE,Delete old orders,"Why is it I can’t delete orders from 2014 and up until now to other people? I don’t send to those addresses any more and would rather delete them! I only want to see what I’ve ordered for the past 6 months, nothing else! Very disappointed, pay this much money and I can’t delete certain things, does this mean you are tracking our every move while on here? Has to be otherwise we could delete!",25/06/2018 7:05,amazon
2720,hitman804,5,FALSE,Last update screwed something up !,So now if you open up a picture of a product then move on to a different product it will open up the pic from first product. And keeps going back to the first product.,13/03/2018 1:04,amazon
2721,whiterin,2,FALSE,Some app buttons aren’t working at all,"Since the new update, I’ve had trouble getting the app to respond when I try to use certain functions like pressing “done” after viewing colors for items, “see all lists”, and selecting items in the text completion drop down menu! Fix this! The app would also be much better if you could purchase kindle books through it, but that’s a whole other issue.",24/03/2018 18:19,amazon
2722,janaymark,5,FALSE,Refund,"I have been at ease with how easy it has been to get refunded on items that have been lost in transit to my home. Expecting to get a hard time. But the operators  have been very helpful, thank you for the good experience.",01/06/2022 4:49,amazon
2723,AshleyKat7,4,FALSE,Back button not working,"On the mobile app, when I go to look at an item and I want to go back, the back button doesn’t do anything. I have to close out of the app and go back to what I was doing. Just started doing this today. I tried restarting my phone but that’s not the problem cuz it’s still doing it",13/01/2018 23:02,amazon
2724,Milygo,1,FALSE,The most recent update broke the app,"The most recent update broke the app. It freezes and crashes frequently. The screen becomes unresponsive when I attempt to click the search button and I can only close the app and open it again to get it to work again. App was working just fine before they released the update. Now it’s virtually unusable. Please fix. Also, why is there no easily accessible app developer contact info for this app so that people can report a problem?",12/01/2018 7:47,amazon
2725,RedeemedRobinEarl,3,FALSE,Just don't use it twice in a row,"If you order something with the app, and you then remember you need to order something else, for some set period of time, the ordering portion of the app will not work. You go to place order and the information disappears.  The next day it will work, but the app is useless for a good while.   Makes it a real pain for someone who uses the app all the time.",22/09/2017 15:08,amazon
2726,oniflowerz,2,FALSE,Not good for an app,"This app never is accurate. If you want to check your orders, and you bought something through your computer, it will never track the order in the app. Yeah, is good to go and buy something fast, but lacks everything else. I had a lot of email login problems, password problems, verification, etc. Things that an app shouldn’t do. Please fix 👍🏽",26/11/2022 16:28,amazon
2727,JellyRap,1,FALSE,New update causing issues,"Since the new update I am no longer able to view photo or video reviews. As soon as I open the app or try clicking on reviews, searching products or really at any random time it gives me a “Sorry, something went wrong. Please try again.” message. I am still able to shop but it is extremely annoying how this message pops up and I cannot look at video/photo reviews.",18/10/2022 4:18,amazon
2728,Edward Gingras,1,FALSE,Prime has gone to Crap,This app used to be good but nothing seems to be prime anymore. Seemed like almost everything was prime 3 years ago and now I have to scroll through 3 pages just to find an item that is prime. Everything else takes 2 weeks to come in unless we pay a $30-$40 fee for fast delivery. (But I already pay a lot for a prime membership that is basically useless now.) I will be canceling my membership immediately.,15/10/2022 14:16,amazon
2729,Huevo pelado,3,FALSE,Fix the white screen bug,"It’s been going on for years now.. you’re browsing and out of nowhere, the screen goes white. The only thing that can fix it is going back to home. So if you’re down many pages searching for an item and this happens you have to go back to the first page",26/09/2022 12:44,amazon
2730,SetPat7,1,FALSE,Worst Customer Service,This is the first time I am writing a review for any of the business. Just utterly disappointed with the handling of order issue. Customer service gave their word for issuing the refund 2-3 times and then plainly said they won’t give it and didn’t want to respond further for the issue. Never happened before. Talked to almost 10 associates and all had different answers. Just thinking is it really worth being a Prime customer?,13/08/2022 0:24,amazon
2731,rufshittingme,1,FALSE,Chaos!!!!,"I’ve never had an issue with my app before. All of the sudden it’s slow, unresponsive, buggy, crashes, my purchases are not showing up in my orders. They come and go, like disappear then reappear to only disappear again. I constantly have to close out of the app and restart. Doesn’t refresh. Or I’ll be in the middle of doing something and it either takes me back to the home page or shuts down on me completely.",11/08/2022 20:44,amazon
2732,transfigure,3,FALSE,Good overall. Painful for reviews,"This app is fine for shopping, but has a major flaw for reviewing products. If you create a review and then add a photo or video, you will lose your entire review, except for the overall star rating. You must add the photo/video and then create the review. Or, just skip the app and use the website.",24/07/2022 15:50,amazon
2733,skypug,4,FALSE,No where to state Item Not Received,"When an item was sent to the wrong city, there is no where to notify the vendor of the fact that the item was not received by the 94 year old mother-in-law. On the return list, there needs to be did not receive or an “other”.",20/06/2022 18:32,amazon
2734,moses-res,5,FALSE,By enlarge,"By enlarge these- you guy do great work. Although the service-products have changed since I started to use  them 17 yrs. Past, I still look forward to using your service as a comparison shopping tool.
Be well moses w LaFountaine",25/04/2022 16:45,amazon
2735,guetcheen11,1,FALSE,Bad customer service,Worst app ever to shop . They will send you the wrong products and when you try to return it they will try to put your money back on their gift card. Not to mention their customer service representative that lady name unika she’s rude and believes because she’s a supervisor she can talk to you anyhow . I used to love shopping with y’all now it’s trash . And worst customer service ever if I could give y’all a 0 star I would have been better,03/05/2022 22:49,amazon
2736,Jrr1966,3,FALSE,New bug started around mid April 2022,"When I select an item from a list after a search, I can view the item for a few seconds and she. I try to scroll everything blanks out. Even now I am getting g a blank screen while typing this review. They must have screwed up the font properties on the iPhone app…",27/04/2022 19:18,amazon
2737,kmcroc,5,FALSE,Best place to shop for everything,"No matter what you need they have it and at awesome prices . Best part is the next day delivery if you order early enough , the whole membership is worth having no matter what .",15/04/2022 11:19,amazon
2738,Tom KC,2,FALSE,Changed language,"I followed one link from a browser that loaded this app to a product page in Spanish.  The entire app was stuck in Spanish, even after forcibly stopping and restarting.  This is a completed failure. How do I navigate to change language, when everything is in a language I do not speak?  What else did I change or order while trying?",05/04/2022 19:05,amazon
2739,bkmdano2go,2,FALSE,Each update wipes out progress,"I need invoices printed for tax purposes. And I need to be able to order on the go, so I’ve been using the mobile app. 

Unfortunately, Amazon’s developer cannot seem to maintain progress on one front without rolling out “updates” that erase progress on other fronts.

I used to have ability to print invoices from the mobile app, then I couldn’t when an update was installed. I complained, and the capability to print invoices from my phone was restored only for a subsequent “update” to wipe out that ability again. 

I don’t have time to rush to my desktop or laptop to access the invoice printing capability. Why can’t it be standard in the mobile app?",31/03/2022 20:31,amazon
2740,Cristmas miracles,5,FALSE,Christmas Blessings,It is such a blessing to have Christmas presents sent at the last moment when family emergencies has interrupted availability to shop. So Thank you and your entire staff including drivers. I pray that you all have a blessed Christmas.,18/12/2021 19:22,amazon
2741,Tcslate,1,FALSE,Why are the item pages going blank?,"I’ve had this app for many years and never had a problem til now. When I click on an item the app takes me to a blank page then when I click the return arrow it takes me back to the top of the list instead of where I left off.  As a merchant, I wouldn’t be happy. It’s kept me from buying several items because I’m just not able too see the item. Please fix ASAP.",07/03/2022 15:09,amazon
2742,Hmguzman,2,FALSE,Ordering multiple items. They always charge you shipping and handling,"I ordered three items. Only two items were more than $25, not telling with the third item. I chose the free shipping option, and they decided to send me two items with free shipping and charged me shipping and handling for the third item. Why to do that when i ordered the three items at the same time and selected free shipping???",27/02/2022 21:20,amazon
2743,AMHBluebird,4,FALSE,Having trouble viewing Reviews,"I have the latest, updated version on iOS on my iPhone 13 and whenever I go to click on pictures for reviews, the app just freezes and kicks me off. I’ve updated and restarted my phone to no avail.",22/02/2022 15:20,amazon
2744,Traviimo,4,FALSE,Stop it,"Your “shortcut” is usually the same amount of steps. In one case I use often it’s actually an extra step. I saw the message, and that was enough. Stop with the pop up every single time I choose to navigate differently than how you would like me to.",24/01/2022 4:12,amazon
2745,Jsleddog,5,FALSE,So fast and easy to shop,Save time and money buy not having to go out to get your things. Click and it comes to you with no hassle. I now get most of my things delivered right to my door,03/12/2021 22:11,amazon
2746,Fred T Schuh,5,FALSE,Shopping,"Always a great pleasure. Makes life so much simpler. Not having to go to stores. Couldn’t ask for a better company and shopping experience. Everything right at your fingertips, and I mean everything. 
                         Thanks, Fred T Schuh",30/11/2021 13:43,amazon
2747,Kboczek,5,FALSE,New app doesn't let you change country...easy,Took alot of searching but found out finally where the country settings are...   Hamburger button and scroll to bottom...,27/10/2021 3:42,amazon
2748,Douglas Berry,4,FALSE,Great app,"Great app overall

Weakness areas:
purchase of certain products is limited on mobile app (apple rules & laws) - can’t buy audiobook, can’t buy kindle book, can’t pay for a song. 

back button on ios - still shows up after you complete purchase - clicking on it only adds to confusion- can you modify any aspect of what you purchased? no. Not sure what it is there for. 🤷‍♂️

search is ok - once you start filtering / sorting on price- really random items show up - most of the time having almost nothing to do with your original search.",28/11/2021 18:28,amazon
2749,zjlc,5,FALSE,Bad design,"Doesn’t fit the page, can’t see half of what is on the page. It no longer fits the horizontal position…I have to rotate it to the vertical one to see more..still doesn’t fit right.  I’d give it a zero if I could!",10/09/2021 3:34,amazon
2750,Crossfit_MMA_Runner,1,FALSE,Doesn’t work with iOS 15,"Doesn’t work with iOS 15.  I can’t add a product to my cart, it locks up the app or the screen goes blank.  Only way to purchase something was to go to “buy it again” hit submit.  Screen again went blank but order did process.  Developers FIX this Freakin app!  Also update customer service so they know it’s an issue and stop telling them to tell customers to delete the app and reboot the phone IT DOES NOT WORK!",20/10/2021 6:07,amazon
2751,BethHill82,2,FALSE,Take me to the app,"I’m not sure what happened in one of the last updates, but when I get emails and click on the links (whether it’s about an order or a suggested product, etc), I’m taken to the website.  Not the app. I was on an older version for quite awhile and any links I clicked from emails would take me to the app. What’s the point of having an app if I’m not taken to it?",12/10/2021 12:11,amazon
2752,Top 115142,2,FALSE,App update from Sept 2021,The iPad app update in Sept 2021 has made my screen larger. It flips the screen vertical automatically & I cannot see the whole screen now no matter which way I flip it. I CANNOT SEE THE WHOLE SCREEN! I cant find a way to change the settings & Ive tried looking it up but it eithershows info for a kindle or the settings it says to change are no longeravailable in the app. Please fix this!,14/09/2021 16:08,amazon
2753,Daisymae4250,4,FALSE,What happened to my prime.,Prime used to be 2 days and stuff got here like it was supposed to but now it’s a week or more. I can get it from Ebay in 2 days and Walmart in 2 to 3 days free shipping and don’t have have to pay extra for it. All I got Prime for was the speedy service not all the other stuff.,14/09/2021 2:25,amazon
2754,chicagofan00,1,FALSE,Last update makes iPad app useless,"The most recent updates have made the iPad app completely useless. Constantly flips from landscape to portrait even though my iPad is docked on my keyboard, which started about two updates ago. Now the most recent update still didn’t fix that issue but now only about half the screen is usable and the other half is just blank. Can’t even accurately navigate within the app anymore.",11/09/2021 14:24,amazon
2755,JimiMat,5,FALSE,Do it for Jeff,"The least we could do for this money hoarder is to make a few million purchases so he could go to space in a.. um… rocket.? This poor guy has a yacht for his yacht, how embarrassing that he doesn’t have a rocket for his rocket. Oh wait I see what he did there.",24/07/2021 21:44,amazon
2756,G Harold,3,FALSE,New design a mess on ipad,"Biggest problem is that app opens in portrait orientation when device is locked in landscape orientation. 

App used to default to Wish List, but now defaults to Shopping List, which I do not use. Multiple taps to get to the list I use. 

Orders used to be conveniently located in the “hamburger” menu, but now more difficult to find.",09/09/2021 16:02,amazon
2757,SolaceLuna,3,FALSE,Smiles not available,Amazon’s app will not allow their own “charitable” program Smiles unless I turn on the completely unrelated notifications feature. Blackmailing your customers to take an action we obviously do not not want to take or you will take your charitable ball and go home is a poor user experience and poor look.,03/09/2021 15:09,amazon
2758,vasili.fk,3,FALSE,Needs accessibility support,"The app is fine in terms of ease-of-use, but the main problem is that you cannot change the font size in the app. For a visually impaired person this is very annoying because you also can’t use pinch to zoom… so using the phones built-in magnifier is required, which is a hassle.",21/08/2021 23:08,amazon
2759,BHoney,5,FALSE,Why I don’t shop at Walmart.,Rarely have I looked for an item and and not been able to get it in 1-2 days. I don’t have to go to a check stand and wait to go through 30 minutes in line.,23/07/2021 16:35,amazon
2760,RiggidyRy,5,FALSE,Garbage customer service,"Completely locked out of my account due to me getting a new phone number. It’s linked to my email but that’s not good enough. 
Garbage customer service on the app can’t even get ahold of a person",02/07/2021 4:10,amazon
2761,LackingFoster,2,FALSE,Bug in last update-do not update,The app has problems with the current update. Unable to review info on products. It bounces back to main page when you press on the item to review. In addition unable to notify app support. It takes you a list in app so there is no communication to fix the problem. Hold off on update until the bug is fixed.,12/07/2021 2:42,amazon
2762,cimderela,5,FALSE,Don’t you ever let’s down🙏,"Best thing ever🙌i am hooked …especially during COVID….it was a relive and solution for all shopping 
Please don’t let go of your quality ,  reliability and costumer service …treat your employees well…and people willl continue to make you reach",26/06/2021 12:54,amazon
2763,Dub this girl,5,FALSE,Use this app almost every day !!!,"Love how easy it is to use, and all the product variety.
So glad I don’t have to go to five different stores trying to find whatever it is I may be looking for. 
Beyond convenient.",01/06/2021 6:37,amazon
2764,Ortij2110,5,FALSE,How do you describe perfection?,"This app is very easy to use, the amount of convenience that’s at your fingertips is mind blowing. You can literally find anything and everything on here. Updates and even pictures of the deliveries.",22/05/2021 23:52,amazon
2765,Raeracheeto,4,FALSE,Asking for a bit more options,"Can you make it easier to navigate specific things we are looking for like products and prices.
pictures more clearer on the mobile app.

Separate authentic sellers from 3rd party scammers who try to sell their fake products",25/05/2021 18:19,amazon
2766,Ace316789,3,FALSE,Stop making it complicated,"Please stop making the app more complicated and convoluted to use and find things. 

The simple 3 bar list was fine, why make it more complicated. Why do we need bubbles and lists. It’s ridiculous now. Get rid of it and go back. Ugh. 

Go by the philosophy of KISS; keep it simple stupid. Fire the GUI designer who came with with this latest mess.",23/05/2021 18:55,amazon
2767,Davevmason,5,FALSE,Color change costing you sales,"I can tell you and every other app owner changing the color of the app makes it harder to find and probably coasts you sales. People
Are used to clickiNg the same icon in a hurry.",16/05/2021 14:10,amazon
2768,Renn18,5,FALSE,Awesome,Anything you need or want is at your fingertips all day everyday 24/7 and that’s a great thing I can get most items to my door in two days sometimes three but always faster than you can imagine great app,13/03/2021 17:38,amazon
2769,Flying Fingers 783,4,FALSE,Hard to see writing,"If they’d give the option of a black background with white lettering, instead of the white background with grey lettering, I’d give the app 5 stars. I can barely see the writing and frequently have to just give up and shop elsewhere that has an app I can see.",11/04/2021 23:55,amazon
2770,SR 313,5,FALSE,Empty envelope,"I did not receive my item, and I cannot talk to anybody about it. There is no option for receiving an empty envelope, where yes it was delivered but nothing there! The driver  had a sticker on “ Attention customer, received unsealed and received without contents “....So, now what can I do?",12/02/2021 20:32,amazon
2771,Kelly2133,4,FALSE,Rj,I like having things delivered to me and the fact that I can find just about anything I need or want. The down fall is that on a lot of items I order gets stuck at a facility in Mobile/ Theodore Alabama for days and rarely makes it to me when it’s originally suppose to be.,06/03/2021 13:43,amazon
2772,Vkellum,2,FALSE,Latest Update,"The latest update has made the app on my phone horrible to use. It constantly locks up and I have to close the app and reopen to try it again. Sometimes it works but most of the time, it doesn’t. And what’s with the new logo?  We already pay extra and no longer get 2 day shipping. Now we will pay extra again for repainting all the trucks to match the new logo! SMH",06/03/2021 2:42,amazon
2773,nikki.812,5,FALSE,Great shopping app for anything,This app is amazing I was able to buy everything I was looking for and my packages come fast within a week after ordering. I have had no problems and the free shipping over 50 is good!,07/01/2021 19:55,amazon
2774,zmanbaseball2,4,FALSE,Great for shopping on iPhone but iPad lacks,"SO MANY UI glitches. Can even share without making an email to copy and paste. All listings bring you to amazons website, not iPad optimized which is what this needs being it a dedicated app. Still great for buying products with no issues.",09/02/2021 5:23,amazon
2775,dalstar925,1,FALSE,Terrible company,"There is no reason a company should have as much power as they do to be complicit in the censorship of its customers and American people. That’s dangerous and irresponsible. I used to buy from them a lot, but never again. And this isn’t political. I could care less about the current White House resident, this is about telling the American people what they are and aren’t allowed to view, think, and say. Under no circumstances am I going to give them another dime.",11/01/2021 20:39,amazon
2776,daffyduk27,5,FALSE,Used to be a great app...,"Used to be a great app. I did all of my shopping and returns from it. Note I can still do all of that expect print the return label, why but why??? I have to go online and login to print them just like before. Pls fix this. Thx",17/11/2020 1:05,amazon
2777,Sugarmunky,3,FALSE,Please stop vibrating when adding items,"The app does what I’d expect it to, but the one thing that deters me from using it is the awful vibration every single time I add an item to my cart. The app already has a pop up window to confirm the item has been added, so there’s no need to reinforce it with a vibration. Knocked two stars off just for that.",15/12/2020 13:44,amazon
2778,T-Rex_0420,3,FALSE,iPad bugs,"It seems the latest app update has caused a pretty annoying problem: on my iPad, I can’t add a lot things to my cart. The button is totally non-responsive in these situations. Nor can I use the Share button, though the List(s) button works fine. Pretty aggravating. I’ve already tried deleting and reinstalling it.",05/12/2020 8:41,amazon
2779,wyyqwqq,4,FALSE,The shipping options in checkout page is shown incorrectly,"My device is iPad Air 2020. When I try to choose shipping speed in the checkout page, the shipping speed options are hidden, only shows the estimated arrival time, not shows like ‘free shipping’ ‘fast shipping’, I have to try each of them to see what’s the correct one I want",12/11/2020 18:19,amazon
2780,Akklibakk,5,FALSE,I love it!,"When I first got it when I was 10, I could get every video game I needed for my PlayStation 2, every game I needed. The connection it amazing and perfectly perfected on it’s super simple home screen.
All you need to do is search, scroll, and tap!
I can get video games EASILY! I recommend the app 100%",03/10/2020 1:23,amazon
2781,G-J-L1,5,FALSE,Easy to use & convenient,The app is very easy to use and convenient to have! Very easy to navigate. I’m not to crazy about the recent changes but it’s still easy to use and just a matter of getting used to.,25/09/2020 10:11,amazon
2782,jacpqui Oh No Llewis,5,FALSE,Grateful!,Convenient! Enjoy the ease of shopping on line. I am a senior citizen with mobility issues. Just wish I could get smaller portion sizes at reasonable prices. I have LOTS of rice but I’m the only one eating it! I love rice; don’t get me wrong; and the variety is excellent! I also love your book store!,05/09/2020 13:58,amazon
2783,Doobiestein,1,FALSE,Quit changing The layout !!,"Once we get used to the layout, you guys keep changing it. Why is the cart down at the bottom now?!? It doesn’t make any sense. Every other site people visit, the cart is in the upper right. It’s what people are used to and no one complains about it.  A whole team of engineers probably designed this layout and not a single one thought it was a dumb idea ?!? You keep trying to invent the wheel instead of sticking to what works. Don’t try to solve a non existent problem",21/09/2020 0:14,amazon
2784,Nutmeg17,1,FALSE,New app layout and UX is awful,"Please revert to the old interface and UX. The new layout is not intuitive, leaving me to guess how to find my orders or other info each time I open it. I just completed a return and it made me select at which Kohl’s location I wanted to drop the return, and popped up a map so tiny I could barely see where I was. Revert to the old app which allowed me to use a radio button to select drop off location (UPS store, Kohl’s, etc) and let me select what store front I drop by. No good :(",16/09/2020 4:21,amazon
2785,🥴🥴🥴🤭🤫🤥,5,FALSE,Return,Please be careful on some order getting refund back is long waits . 3 to 4 time it take 3to 4 weeks for refund. It take 3 to 4 minutes to get your money for purchase. I return like request ups or Dept store. I get received to show I return item .,04/09/2020 12:08,amazon
2786,FSK Snipez,1,FALSE,Terrible,All I want is an update of when my order is processed and out for delivery. When all I get is “order will be delivered before 9 PM” and I haven’t  even gotten charged until I talk to a customer representative it is terrible. I could’ve gotten the same items myself without having to pay 14 bucks for prime for the same amount price. Don’t even mind getting help from customer service the whole system is a mess. I do not care for the situation of COVID do not offer a service you can’t keep.,04/09/2020 21:32,amazon
2787,lsmith8514,5,FALSE,App changed,Is there a way to change my view back to the way it was before the app updated. My buttons have moved and I liked the other interface?,29/08/2020 2:25,amazon
2788,VEGETA Rocks!!!!!,1,FALSE,App Crashes After Update,"After the most recent update every time I click on my profile the app crashes. I’ve also been having some issues with scrolling through my lists, after scrolling for a second it will freeze and won’t let me scroll any further down until I back out of the list and go back in. It’s very frustrating but once these issues have been fixed my review will go up.",04/09/2020 2:45,amazon
2789,ckaveman,1,FALSE,"Latest Version is TERRIBLE! Sept. 1, 2020","I’d give this latest release zero stars if I could. Do they not test the app before releasing it? I searched for 9V batteries and every time I click on the product it just takes me back to the home screen. It’s useless! I tried to access my lists but it only lets me see the items that fit on my screen. If I try to scroll down, it freezes. 

I’ve uninstalled it and reinstalled it with no change.  Very frustrating! The older version worked fine.",02/09/2020 0:04,amazon
2790,Akroomy,5,FALSE,So nice.,All of it just makes sense I bought 4 things yesterday and I’m getting one may 7 and I got it May 4 that’s only 3 days!! like ya sometimes it is a little bit annoying but there is not one app that does not have problems so ya I’m rating this a 5 and I don’t even rate apps that much.,06/05/2020 3:08,amazon
2791,Andres303,4,FALSE,The new update is just the old version again,What happened to the other update I was just getting used to it now you are just going backwards to the old version I guess as long as it still has a map showing where my packages are when they get close to being delivered,06/07/2020 0:49,amazon
2792,Trophy Husband,2,FALSE,Bugs in new May update,"Latest update broke some features in the IPad version. Hot link to reviews at the top no longer works. You have to scroll down and find the reviews at the bottom. When checking out, the app kicks you out to a Safari based site instead of completing the purchase within the app like before. Seems like a lack of testing before releasing updates, get your act together.",26/05/2020 16:16,amazon
2793,fugufyrufyfufyfydyfjgufuc,1,FALSE,Chat,"This is a terrible app, and I’m seeing this company isn’t set up to protect customers. There is no way to contact them but through the app. A customer service chat rep left me on at 7:45 and I went back and I’m still him hold at 10:16pm. There ya no way to clear the chat and call back through, obviously the rude rep knew this. Therefore I will never be able to contact them to resolve my issue. I uninstalled and reinstalled and I’m still on hold. Terrible company.",25/05/2020 5:18,amazon
2794,naa naa123,1,FALSE,Horrible shipping,I ordered two simple things and I've been waiting for a month after a couple of weeks they tell me when it gets here on that day they tell me they couldn't ship my items I've been waiting so long hoping it gets here and it never does i don't know for what reason but theres no excuse to cancel on the day it was supposed to arrive if they would've told me earlier I would’ve been ok but instead they waited for the last minute to cancel my order.,14/05/2020 22:01,amazon
2795,jnkristanto,5,FALSE,Cant search by category,"Any reason why you can’t search an item and filter only in category? Trying to search in whole foods market and its giving results from everywhere.

edit: just updated my app and it works",03/03/2020 17:32,amazon
2796,chjjkbhhnbvg,1,FALSE,Never got my iPhone case.,"I order one iPhone case, they send me an email saying delivered and they sent me a photo of the package outside a house, not my house, sended an email they said they were gonna send a new one, never got it again, called and they said next Saturday we will send a new one, that Saturday was Two weeks ago and hasn’t got anything yet, tried to cancel to get my money back I couldn’t, an now I can’t speak with any representatives, just the automated machine, so ended up with no case and no money back",28/04/2020 3:41,amazon
2797,Whoa nickname??,5,FALSE,Latest update has no buy button,"The latest update won’t let me actually purchase any of the items I search for. I can only look at videos, reviews, and sponsored products. Really hoping this gets fixed...",28/01/2020 18:01,amazon
2798,Kristin6128,3,FALSE,It’s okay,"I’ve been getting a little annoyed lately with how the app is running. It used to work great, but now it seems like I have to sign in all over again every couple of days. And half the time if I leave the app for a minute, it restarts me to the home page, and I lose where I was. I would really like to see this fixed soon, because it’s becoming ridiculous.",19/11/2019 5:46,amazon
2799,NewYorkgal1,2,FALSE,App Needs Major Improvement!,"Not sure why your updates intended to improve the user experience result in the opposite effect. I should not have to continually sign into the app that has been active on my phone for an extended period. I obviously had to sign in initially upon downloading and activating the app, however now it seems to request I log back in periodically. Extremely frustrating and time-consuming as well as unnecessary.",13/11/2019 18:27,amazon
2800,АP,5,FALSE,Remove pages,Please remove pages when scrolling down the list of items. It is quite annoying to keep clicking “next” after about 20 items.. bring back the old style.,21/09/2019 4:23,amazon
2801,jlhm17,1,FALSE,I hate the new viewing style,I hate the new viewing style where it shows items in two separate columns and you have to keep clicking next after only viewing a few. Is there an option to put it back to a standard single column display? This way hurts my eyes and is too busy. I also really miss the option to drag and drop items to my list in the bar on the bottom of the screen. The app keeps getting worse with every major update.,13/10/2019 10:37,amazon
2802,taynado,5,FALSE,Being 12,"I love this app, and this store. The only problem is that I am 12 years old and this is restricted to 17 and up. I think this should be changed. Why can’t children shop? This needs to be fixed and I think it should be fixed fast.",23/04/2019 21:29,amazon
2803,Benjl2400,1,FALSE,They keep making the app worse.,"First they got rid of being able to drag items to a list from the search results. Now they doubled up on dumb. The results refresh after each filter you apply. So, if you you want filter by brand, price, and seller you have to wait forever for each refresh. Also they switched to paged results instead of loading more when you hit the bottom of the page. Whoever signed off on this needs to meet an end-user.",08/09/2019 2:24,amazon
2804,Camille011,2,FALSE,Don’t update! Next and bad filter changes,"Hate the update. Search results now make you hit next after about 10 results on a page. But even worse. When you try to filter results, it only lets you click on filter at a time then it takes you back to load results. Then you have to click filter AGAIN. No way to click multiple filters at once and THEN load results. Yuck!",01/09/2019 13:24,amazon
2805,petrockstar,1,FALSE,Bring back “List” Tray feature and fix the return label printing from the app,"The ability to drag and drop items, and compare different items... all gone. now kt’s like a 5 step process to loom at items saved to one list to the next.

also printing shipping labels from the app needs to be fixed. Because I actually cannot print from the app. I’ll get a link from my email, link, and instead of opening in browser, it’s open in app, where I cannot print from.  please fix that.",17/07/2019 22:39,amazon
2806,Ruffner the one and only,1,FALSE,Wishlists changes make the app useless for me,"I use the phone app for quick reference and checking prices in wishlists. It has always been quick and easy but now they screwed up the list options and I no longer have a tray option at the bottom of the app, I can’t change which is my default wishlist nor can I drag and drop items into a list. If I want to go through all the trouble it now is to browse I might as well do it on a computer. Epic failure in an “update”",22/06/2019 19:11,amazon
2807,chityapp,2,FALSE,App,"The app itself is going steadily down hill. You use to be able to have a one item list view but now it has multiple per view which makes the pictures pretty small. Also you used to be able to click and drag, then drop items into your wish list at the bottom of the screen. I noticed yesterday, you can't even do that anymore. If they fixed these bugs I'd say the app was great.",15/06/2019 0:42,amazon
2808,Sling shot pancake,3,FALSE,Filter options on Daily Deals,"In the latest release the option to filter daily deals by department was removed or hidden so well I wasn’t able to find it. I understand you can scroll left or right to see some options like lightening deals, computers, home. It was just easier to shop when i could narrow the choices to what i was shopping for.",07/06/2019 7:26,amazon
2809,Frances Carlson,3,FALSE,Fire stick with Alexa,When I made my purchase I was offered 30 days free prime which I have decided is not a good fit for me. I called and spoke with one of your reps to make sure prime would not be added to my bill. I was not at all satisfied with the outcome of that conversation.  On the other hand I am extremely satisfied with my new fire stick. Please make sure I am no longer charged for prime.  Thank you,25/05/2019 14:03,amazon
2810,gigharborresident,5,FALSE,Sign out,"For some reason when I am signed in on my app it will not allow me to sign out without going to settings and click on where it says not you? Sign out
Was not like this before - if I closed app I would have to use my fingerprint to open",13/12/2018 5:33,amazon
2811,10 Failed attempts at nickname,4,FALSE,Do not like the new format,In the previous version of this app when you search for something it would give you results side by side and you could view maybe 6 to 8 items at a time before scrolling down now you can only give you one or two items at a time.,10/03/2019 15:11,amazon
2812,BiggBoss,5,FALSE,Pictures!!,Can you please change the way pictures behave? People post pictures of reviews that only show part of the entire picture missing out on previous details left out. We need to fix this! Happy,22/10/2018 21:37,amazon
2813,BagofBones123,5,FALSE,Book purchases,"Nice app and easier to use than a website on my ipad, however it would be much better if I could order my Kindle books as well!  I can order and pay for any thing except books. WHY?",23/02/2018 4:18,amazon
2814,Amazon Is Trash,1,FALSE,Completely Ripped Off,This company is a complete joke now. I ordered an item which i needed in 24 hrs. I selected one day shipping but when i check on my order later i realize they actually gave me standard shipping despite charging me for one day. What do they do to correct the issue? Give me some half assed apology and a try to assure me a refund will be given in 5 days. So not only do i not have the item I desperately need but i’m out on the money I spent and no item. I would give negative stars if I could. This company is trash.,08/10/2018 12:22,amazon
2815,Johnny Appleseed 121222,2,FALSE,Redesign? Definitely.,"This app is functional, but it needs a redesign. The way that the items are displayed is messy. Names of products need to me less details. People can get the details when they click on the item and read more. You don’t need 20 words in the title or name of the product. In addition, the products need to be displayed in a different way, so people can see more than two or three products on the screen at once.",03/07/2018 4:59,amazon
