,title,userName,date,developerResponse,rating,review,isEdited
618,ثلاث نجمات لان الموقع,m.ziz,2021-02-07 10:51:47,"{'id': 20942924, 'body': '   هلا و مرحبا , ما عليك أمر تخبرنا عبر البريد الالكتروني ( care@namshi.com ) كيف نقدر نطور خدمتنا لنحظى بالخمس نجوم , طاب يومك🌹', 'modified': '2021-02-09T04:21:22Z'}",3,الموقع ينقصه بعض المرونه,False
619,خدمة سيئة,Naif.stc,2020-12-16 05:36:33,"{'id': 19850036, 'body': 'هلا ومرحبا , السموحة على أي إزعاج , ما عليك أمر يرجى مراسلتنا عبر البريد الإلكتروني على (care@namshi.com) موضحاً الإشكالية و ستتم خدمتك على أكمل وجه , وإليك رقم التواصل الموحد (00971800626744) , طاب يومك\u200e🌹\r\n', 'modified': '2020-12-18T08:57:59Z'}",1,لايوجد رقم خدمة عملاء بالسعودية وفي تويتر لايردون او لاتجد نتيجة والتواصل من خلال التطبيق صعب جدا وايضا بلا نتائج,False
620,الدلم,l love you♥️♥️♥️,2020-04-28 03:16:17,"{'id': 15023081, 'body': 'هلا و الله يمكنك التواصل معنا عبر الرابط التالي و توضيح استفسارك و اكيد رح انساعدك بشكل افضل :  https://bit.ly/2CpxstP  و شكرا', 'modified': '2020-04-30T21:46:46Z'}",4,لماذا تغلق صفحة نمشي بسررعه اثناء تصفح تطبيقات اخرى,False
621,ولا يستحق ولا نجمة,klo_3x,2020-12-09 00:20:31,"{'id': 19699168, 'body': 'هلا ومرحبا , السموحة على أي إزعاج , ما عليك أمر يرجى مراسلتنا عبر البريد الإلكتروني على ( care@namshi.com ) موضحاً الإشكالية و مرفقاً رقم الطلبية و ستتم خدمتك على أكمل وجه ممكن , مع العلم أن رقم التواصل هو (00971800626744) , طاب يومك\u200e🌹\r\n', 'modified': '2020-12-11T13:43:54Z'}",1,اولا ماني من اللي يكتب رأيه عن التطبيقات ابدا لكن واجهتني مشكله عرفت انه هالتطبيق فاشل فاشل بمعنى الكلمه وهي اني طلبت طلبيه ولكن الي حصل انه تلخبط كل شي فالطلبيه واكتشفت بعد ذلك انه ماعندهم رقم للتواصل والخدمه سيئه جدا جدا تطبيق فاشل جدا,False
622,الدفع عند الاستلام ( مبالغ فيه ),مطيلدز بين الزهور,2020-11-25 00:35:46,"{'id': 19383349, 'body': 'هلا و مرحبا , نشكرك على تعليقك حيث أنه يساعدنا على تطوير خدماتنا , نود التنويه أن خدمة الدفع عند الإستلام هي خدمة يتوجب دفع رسوم مقابلها عند إختيارها كوسيلة للدفع ,مع العلم أننا نوفر أكثر من طريقة دفع لعملائنا الكرام و يرجى الإطلاع عليها عبر الرابط (https://bit.ly/2HFw0t6) , طاب يومك\u200e🌹 \r\n', 'modified': '2020-11-27T06:33:34Z'}",1,عشان الناس تطلب وتستمتع بالطلبات قللو استغلالكم للحاجة الدفع عند الاستلام,False
623,نصابين,الابديت مش ولا بد,2020-11-20 20:19:37,"{'id': 19271537, 'body': 'هلا و مرحبا , السموحة على أي إزعاج , يرجى التواصل معنا عبر البريد الإلكتروني على ( care@namshi.com ) مرفقاً رقم آخر طلب من نمشي مع إرفاق صور رسائل او إشعارات الخصم و ستتم خدمتك على أكمل وجه ممكن , و نود التنويه أن كافة المنتجات المتوفرة على موقعنا هي منتجات أصلية و ذات جودة عالية من الموردين الأصليين من جميع أنحاء العالم , طاب يومك\u200e🌹\r\n', 'modified': '2020-11-22T16:23:43Z'}",1,نصيحة سحبو فلوسي وكلمتهم بشتى الطرق مطنشين اضطريت اتجه للحكومة ورفعت شكوى في حقوق المستهلك بدبي .. غير ان قطعهم غير اصلية,False
624,مقاسات الاحذيه,True hawk,2020-11-20 18:31:58,"{'id': 19298298, 'body': 'هلا و مرحبا , يرجى العلم أننا نعمل على إعادة توفير المنتجات في أقرب وقت ممكن و سنعمل على توفير أكبر قدر ممكن من المقاسات المختلفة التي تناسب كافة عملائنا الكرام , يرجى إختيار أيقونة أبلغني من صفحة المنتج في موقع نمشي و سيتم إعلامك فور إعادة التوفير\u200e , طاب يومك🌹\r\n', 'modified': '2020-11-23T16:47:35Z'}",3,اتمنى توفر جميع المقاسات من جميع الماركات و اذا طلبت على مقاسي لا يتم الرد علي,False
625,الغش,شوق محمد الشهراني,2020-11-20 07:23:47,"{'id': 11924087, 'body': 'مرحبا ، يرجى قبول اعتذارنا، يرجي تزويدنا برقم  الطلب هنا أو التواصل بنا على https://bit.ly/2ICETmY حتى نتمكن من مساعدتكم بشكل أفضل.\r\n', 'modified': '2020-11-20T07:23:47Z'}",5,الغيت طلبه والى الان لم يتم استرجاع المبلغ,True
626,طلبت طلب كل الملابس الي جتني تقلييد,fawazx24,2020-11-05 14:11:53,"{'id': 18963914, 'body': 'عزيزي العميل، شكرًا لمشاركة تعليقك. نأسف لأن تجربتك لم تطابق توقعاتك. نود إتاحة الفرصة لمزيد من التحقيق في تعليقك. هل يمكنك مراسلتنا عبر البريد الإلكتروني على care@namshi.com  وسنعمل معك لحل أي مشكلات في أسرع وقت ممكن و شكرا ', 'modified': '2020-11-08T09:55:39Z'}",1,من جبل علي,False
627,دليل القياسات غير ظاهر,ابووووعبدالله,2020-10-02 23:45:02,"{'id': 18264783, 'body': 'عزيزي العميل، شكرًا لمشاركة تعليقك. نأسف لأن تجربتك لم تطابق توقعاتك. نود إتاحة الفرصة لمزيد من التحقيق في تعليقك. هل يمكنك مراسلتنا عبر البريد الإلكتروني على care@namshi.com وسنعمل معك لحل أي مشكلات في أسرع وقت ممكن\r\n', 'modified': '2020-10-05T03:20:35Z'}",2,اواجه مشكله بعدم ظهور دليل القياسات في بعض الماركات وخاصة عند شراء  ملابس الاطفال .. مما جعلني اتراجع عن الشراء ..,False
628,يرجي الاتصال بي,el7ob asrar,2020-07-15 13:53:15,"{'id': 16900098, 'body': 'مرحبا. نعتذر عن اي اشكالية حاصلة نامل منك التواصل معنا عبر الرابط التالي : https://bit.ly/2CpxstP و تزويدنا برقم الطلب ليتم التحقق و حل الاشكالية باسرع وقت و شكرا\r\n', 'modified': '2020-07-27T12:42:13Z'}",1,"يوجد قطعه اريد استرجاعها بسبب القياس 
مع الشكر",False
629,فااااشل,nooorrahh00,2020-06-25 02:33:15,"{'id': 16234512, 'body': 'مرحبا. نعتذر عن اي اشكالية حاصلة نامل منك التواصل معنا عبر الرابط التالي : https://bit.ly/2CpxstP و تزويدنا برقم الطلب و صورة المنتج ليتم التحقق و حل الاشكالية باسرع وقت و شكرا', 'modified': '2020-06-26T09:17:28Z'}",1,سحبو فلوسي والغو الطلبيه ولا رجعولي المبلغ,False
630,السعودي بريدة,أبو إياد التويجري,2020-06-01 20:36:19,,5,البرنامجممتاز ولكن الخصم هذه المرة ضعيف,False
631,منى,monaqoooooo,2019-12-11 19:40:17,"{'id': 12468289, 'body': 'هلا و الله السموحة ممكن تواصل معنا عبر الرابط التالي و اكيد رح انساعدك بشكل افضل :  https://bit.ly/2CpxstP  و شكرا', 'modified': '2019-12-18T13:51:02Z'}",4,توصيل سيء جداً,False
632,مكة,Bshoraaa,2020-04-27 03:23:19,"{'id': 15022990, 'body': 'مرحباً, هدفنا توفير تجربة افضل لذا سنضع اقتراحك بعين الاعتبار لتطويرالتطبيق :) شكراً', 'modified': '2020-04-30T21:37:23Z'}",3,التفاصيل تحت المنتج غير كافية,False
633,تعاملكم مع شركة الشحن سئ لم تصلني شحنتي للان ولم يتواصلوا معي لايصالها الي,سواح هبا,2020-04-14 08:07:55,"{'id': 14741266, 'body': 'هلا و الله السموحة ممكن تواصل معنا عبر الرابط التالي و اكيد رح انساعدك بشكل افضل :  https://bit.ly/2CpxstP  و شكرا', 'modified': '2020-04-17T21:35:33Z'}",1,"لم تصلني شحنتي للان 
تعاملكم مع شركة الشحن سئ لم تصلني شحنتي للان ولم يتواصلوا معي لايصالها الي",False
634,وت,مره فله فني فني,2020-01-23 11:25:20,,5,اخسسسسس يجنن,False
635,نصابين,Fatooooma,2020-01-15 19:56:32,"{'id': 12948041, 'body': 'هلا و الله السموحة ممكن تواصل معنا عبر الرابط التالي و اكيد رح انساعدك بشكل افضل :  https://bit.ly/2CpxstP  و شكرا', 'modified': '2020-01-16T09:22:45Z'}",1,جربوا واطلبوا ورجعوا يجي ايميل ان فلوسك رجعت وفي الحقيقة مارحع ولا ريال ويحولوني على صفحة شكاوي احط رقم الطلب يقول غير صالح !! مالهم اصلا ارقام ! تطبيق قائم على النصب,False
636,الرياض,qhtan1,2019-12-20 05:06:08,"{'id': 12624141, 'body': 'مرحبا, شكرا على الملاحظة و سوف نقوم باعلام الفريق المختص.', 'modified': '2019-12-28T12:37:45Z'}",5,يفضل مشاركة صور المنتجات و أراء الزبائن المشترين حول البضائع,False
637,_,K107536849,2019-12-19 14:20:50,"{'id': 12623928, 'body': 'هلا و الله السموحة ممكن تواصل معنا عبر الرابط التالي و اكيد رح انساعدك بشكل افضل :  https://bit.ly/2CpxstP  و شكرا', 'modified': '2019-12-28T12:01:44Z'}",1,بالرغم ان الاسم على البطاقة صحيح يقول غلط لانه اسم واحد بس! واضطريت استخدم دفع عند الاستلام ، وكود الطلبية الاولى لا يعمل ايضا,False
638,ليبيا ،بنغازي,Almahdwi,2019-12-15 19:54:58,"{'id': 12468571, 'body': 'مرحبا, للاسف حاليا لا يتوفر خدمة التوصيل الى ليبيا و سوف نقوم باعلامك في حال تم اجراء ذلك و شكرا', 'modified': '2019-12-18T14:09:09Z'}",5,ياريت يكون في توصيل ل ليبيا 😭😭,False
639,المدينه المنوره,هنود السوسي,2019-12-14 21:13:57,,5,هنادي السوسي,False
640,محمد,mohammed rashd,2019-12-01 15:46:47,,5,منتجاتهم اصلية وهذه اهم ميزه واتمنا يحافظون عليها,False
641,سيء جداً جداً جداً,tasmin_5l6h,2019-12-05 23:01:54,"{'id': 12467996, 'body': 'هلا و الله السموحة ممكن تواصل معنا عبر الرابط التالي و اكيد رح انساعدك بشكل افضل :  https://bit.ly/2CpxstP  و شكرا', 'modified': '2019-12-18T13:34:23Z'}",1,حتى بعد التخفيضات الاكسسوارات اقل سعر 12 ريال سعودي وحلق واحد مو مجموعة !!!!!!!,False
642,غالي,واحد فلوسه قليله,2019-11-30 09:44:38,"{'id': 12467566, 'body': '\nهلا اختي يوفر نمشي منتجات أصلية 100% بأسعار مطابقة للسوق المحلي ناهيك عن خدمة التوصيل مجانا والاستبدال خلال 14 يوم  و  يمكنك الاشتراك بنشرة نمشي الاخبارية لتصلك افضل العروض و قسائم التخفيض على بريدك الالكتروني و شكرا', 'modified': '2019-12-18T13:08:54Z'}",5,والله,False
643,حنا معاك ✌🏻,حنا معاك ✌🏻,2019-11-23 17:41:52,,5,حنا معاك✌🏻,False
644,اول تجربة,M:bashar,2019-11-10 17:36:23,,5,يبدولي جميل والافضل في خيار الدفع عند الاستلام لين الحين ماطلبت بس عجبتني التنزيلات.,False
645,اتمنى,ah1620,2019-11-11 17:26:27,"{'id': 12467050, 'body': 'مرحبا, شكرا على الملاحظة و سوف نقوم باعلام الفريق المختص و يمكنك دائما الاطلاع على قسم المنتجات التي وصلت حديثا لكل جديد على الموقع :)', 'modified': '2019-12-18T12:38:26Z'}",2,اتمنى انكم تحطون زيادة من ملابس guess  خااصه الهوديات او الجاكيتات لاني شفت في فرع بمكه مرره حلوه الملابس وانا عطيتكم نجمتين لا اغلب الملابس الي ابيها مب فيه فا اتمنى ان القادم اجمل!,False
646,نمشي,كتابه مراجعة,2019-11-02 13:15:25,"{'id': 11620091, 'body': 'شكرا :) ', 'modified': '2019-11-03T13:08:05Z'}",5,نمشي 👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽👍🏽,False
647,ممتاز لكن,RolaAhmed,2019-11-08 18:15:24,"{'id': 12465959, 'body': 'هلا و الله يرجى تحديث التطبيق حاليا و يمكنك التحقق من ذلك و شكرا ', 'modified': '2019-12-18T11:40:58Z'}",3,نسخة الايباد احيانا يعلق ما يفتح المنتج,False
648,💙💙,فرع جولي شيك الثاني 😂,2019-11-02 05:45:42,"{'id': 11611524, 'body': 'هذه شهادة نعتز بها من عميلة رائعة ❤️❤️', 'modified': '2019-11-02T13:25:35Z'}",5,احلى واجمل تطبيق,False
649,‏رسالة إلى نمشي,iii LOVE,2019-10-21 11:26:56,"{'id': 11401638, 'body': '❤️ ', 'modified': '2019-10-22T15:28:42Z'}",5,Love ❤️ نمشي,False
650,العراق,GoRAn jasim mohamed,2019-10-31 16:50:22,"{'id': 4637185, 'body': 'مرحبا, للاسف حاليا لا يتوفر خدمة التوصيل الى العراق و سوف نقوم باعلامك في حال تم اجراء ذلك و شكرا', 'modified': '2019-10-31T16:50:22Z'}",1,ارجو ان تشحنون البضائع الى العراق عبر البريد 😭,True
651,بيلي ويننننن جيبو بيلي ايليش Billie Eilish ??,خايس زي وجهكم,2019-10-28 20:52:37,"{'id': 11558716, 'body': 'افا يالغالي ، صارلنا 7  سنوات نطور بالبرنامج ، وبالآخر خايس  ، شو اللي ازعجك يالحبيب ، مايردك الا لسانك ، وان شاء الله بنرضيك باللي نقدر عليه .', 'modified': '2019-10-30T15:22:41Z'}",1,بيلي ويننننننن وجع جيبو بيلي ايليش were Billie Eilish ?????!!!!!😡😡😡💔🤬🤬🤬🤬,False
652,المملكه العربيه السعوديه,AL yaa--me911,2019-10-12 12:26:22,"{'id': 11232471, 'body': 'مرحباً   نشكرك على الكلام الجميل, و يسعدنا أن التطبيق قد نال اعجابك, شكرا', 'modified': '2019-10-14T09:52:47Z'}",5,شكراً جزيلاً نمشي اروع تطبيق تسوق,False
653,انتهاك للخصوصية,Walo89,2019-10-19 14:37:11,"{'id': 11401613, 'body': 'مرحبا, لأغراض أمنية، نحن في حاجة الي صورة جواز السفر او صورة الهوية القومية (مثلا صورة من رخصة القيادة إماراتية , والهوية الوطنية السعودية)، و يمكنكم إرسال نسخة ممسوحة ضوئيًا عبر نموذج الاتصال بنا المتاح في كل مقالة في مركز المساعدة.\u200e و شكرا ', 'modified': '2019-10-22T15:26:37Z'}",1,اول مره اشوف موقع يطلب مني رقم هويتي عشان دفعت بال apple pay رقم الهويه لجهات معينة انتم مو من ضمنها ..,False
654,حراميه,ك سمك,2019-10-18 10:59:09,"{'id': 11342386, 'body': 'مرحبا, انت فاهم الموضع غلط اخي  ممكن تتواصل معنا لمساعدتك عبر الرابط التالي :  https://bit.ly/2CpxstP  و اكيد رح نعلمك بالتفاصيل  و شكرا', 'modified': '2019-10-19T09:48:38Z'}",1,سرقوا فلوسي الله ياخذهم,False
655,الموقع ممتاز ولكن,sara abdullah alsaad 2222,2019-10-17 07:02:57,"{'id': 11306415, 'body': 'نود اعلامكم بأننا نعمل على تطوير خدمة التوصيل لدى نمشي ليتم توصيل الطلبيات في اسرع وقت ممكن, لذلك سيتم شحن الطلبيات على جزئين, وسيتم توصيل الشحنة الاولى خلال 3-4 أيام عمل, أما الأخرى خلال 6-9 أيام عمل\u200e و يمكن تواصل معنا عبر الرابط التالي و اكيد رح انساعدك بشكل افضل :  https://bit.ly/2CpxstP  و شكرا', 'modified': '2019-10-17T11:34:34Z'}",1,"مثلا عند طلبيه خمس قطع 
استلم قطعه قطعه 
لماذا كل هذا التعب 
خلاص انا طلبت مجموعه احتاجها كلها بنفس الووووووقت 
ارفض هذا الاجرا
انا كنت احب نمشي 
لاكن حاليا كنسلت كل الطلب بسبب هذا الشيء",False
656,وضع مكان للتعليق .,sara.aljsar,2019-10-12 16:24:37,"{'id': 11233804, 'body': 'مرحبا, لقد تم تحديث ذلك ليتم عرض تقييم المنتج لمستحضرات العناية بالبشرة و قريبا سوف يتم تحديث اغلب المنتجات على الموقع و شكرا ', 'modified': '2019-10-14T10:36:56Z'}",3,يالييت تحطون مكان لتعليق على المنتج هذا الشي الوحيد اللي م حبيته فالبرنامج ، أرجو إلقاء نظره ف الموضوع.,False
657,ذكراياتي,حلوه ماره,2019-10-11 10:30:29,"{'id': 11232355, 'body': 'مرحبا, شكرا على الملاحظة و سوف نقوم باعلام الفريق المختص و يمكنك دائما الاطلاع على قسم المنتجات التي وصلت حديثا لكل جديد على الموقع :)', 'modified': '2019-10-14T09:49:40Z'}",5,سوو تطوير ونزلو  اجهزه كهربائيه اكثر  والعاب اكثر,False
658,جيد جدًا,أم لبيب,2019-10-10 22:42:16,"{'id': 11192144, 'body': 'مرحبا, شكرا على الملاحظة و نحن نعمل على تطوير الموقع ليتم عرض جدول قياس لكل ماركة و هنالك حاليا قييم للمنتج للمنتجات العناية بالبشرة و قريبا لكل المنتجات و يمكنك التحقق من ذلك و شكرا ', 'modified': '2019-10-11T11:33:01Z'}",3,يفتقد الكثير من الخصائص التي تسهل للمستخدم شراء المنتج. مثل وجود جدول مزود بالقياسات لكل مقاس. وأيضًا آراء وتعليق وتقييم للقطعة,False
659,خصم من بطاقتي الفيزا مبلغ اليوم دون ان اشتري شي؟,12oss21,2019-10-09 06:42:32,"{'id': 11192463, 'body': 'مرحبا, انت فاهم الموضوع غلط ممكن تواصل معنا عبر الرابط التالي و اكيد رح انساعدك بشكل افضل :  https://bit.ly/2CpxstP  و شكرا', 'modified': '2019-10-11T11:47:52Z'}",1,ااا,False
660,طلبيتي لم تصل الي,ام نواف المالكي,2019-09-05 08:36:18,"{'id': 10563245, 'body': 'هلا و الله تم التحقق من رقم الجوال لا يوجد عليه اي طلبيات ممكن تعطينا رقم الطلب ليتم التحقق و تحديث البيانات و يمكنك التواصل مع فريق خدمة العملاء على الرقم الاماراتي 00971800626744 أو يمكنك التواصل معنا على المحادثة المباشرة خلال صفحة الأسئلة الأكثر شيوعاَ بموقع نمشي و شكرا ', 'modified': '2019-09-07T09:06:06Z'}",4,"طلبيتي لها قرابة الشهر لم تصلني ولا تصلني رسالة التفعيل وطلبت طلبية اخرى وكذلك لم تصل رسالة التفعيل ورغم ان رقم الجوال صحيح 0508102826 من الطائف بالسعودية 
وحاولت تصحيح رقم الجوال من عشرة ارقام ولكن الموقع لا يتم الرقم الا من تسعة ارقام 
ارجو متابعة طلبي بحيث انه لا يوجد لديكم هاتف خدمة العملاء 
انا اسمي فاطمة جارالله المالكي 
شكراً لكم",False
661,شركة التوصيل المتعامل معها سيئة,ضحى,2019-10-02 03:31:50,"{'id': 11022493, 'body': 'هلا و الله السموحة ممكن تواصل معنا عبر الرابط التالي و اكيد رح انساعدك بشكل افضل :  https://bit.ly/2CpxstP  و شكرا', 'modified': '2019-10-02T14:45:41Z'}",1,للأسف أكثر من طلبية عن طريق أرامكس لاتصل إلينا أرامكس في مكة أكثر من سيئة وكل من حولي يشتكون منها الرجاء التحول لناقل فهي الأفضل في مكة ولايوجد متابعة من نمشي لذلك او لمعرفة أسباب عدم الإستلام وأيضا لايوجد اتصال بين المستهلك وبين نمشي,False
662,المقسات ماتضلع,أبومهديم,2019-09-30 19:43:29,"{'id': 11000217, 'body': ' مرحباً، يؤسفنا اعلامك أن هذا المنتج قد نفذت الكمية منه، وقد تتوفر مرة أخرى حسب توفرها من المورد. شكرا لتفهمكم ', 'modified': '2019-10-01T13:48:26Z'}",5,المقسات ماتضلع,False
663,شكوى .,عبدالجبار المؤمن,2019-09-27 10:18:41,"{'id': 10944156, 'body': 'هلا و الله السموحة ممكن تواصل معنا عبر الرابط التالي و اكيد رح انساعدك بشكل افضل :  https://bit.ly/2CpxstP  و شكرا', 'modified': '2019-09-28T14:13:20Z'}",2,تطبيق في كولكشنات حلوه صارلي طالب ٤ ايام يتصلون علي وانا ب المدرسة و الويك اند م يتصلون شي عجيب والله .,False
664,جدة,ااابو ميرا,2019-09-23 12:29:11,"{'id': 10944042, 'body': 'هلا اخي يوفر نمشي منتجات أصلية 100% بأسعار مطابقة للسوق المحلي ناهيك عن خدمة التوصيل مجانا والاستبدال خلال 14 يوم  و  يمكنك الاشتراك بنشرة نمشي الاخبارية لتصلك افضل العروض و قسائم التخفيض على بريدك الالكتروني و شكرا', 'modified': '2019-09-28T14:03:30Z'}",1,الاسعار مرتفعه جداا في اكثر من تطبيق منافس واقل من سعركم مثل نسناس وسيفي,False
665,رااااائع,الراقية,2019-09-22 21:36:18,"{'id': 10944024, 'body': 'شكرا لك هدفنا دائما رضاكي 💜', 'modified': '2019-09-28T14:00:29Z'}",5,بضاعة أصلية,False
666,ا,zzerus,2019-09-18 13:57:06,"{'id': 10807055, 'body': 'هلا و الله السموحة ممكن تواصل معنا عبر الرابط التالي و اكيد رح انساعدك بشكل افضل :  https://bit.ly/2CpxstP  و شكرا', 'modified': '2019-09-21T10:35:00Z'}",1,برناامج سئ جدا من ناحية التواصل,False
667,اقترح يحطون تجارب الزباين تحت القطع,١٢٣٢,2019-09-16 10:11:28,"{'id': 10725247, 'body': 'مرحبا, شكرا على الملاحظة و سوف نقوم برفع ملاحظتك الى الفريق المختص و شكرا لك.', 'modified': '2019-09-17T11:48:34Z'}",3,نبي مثل شي ان وجولي تجارب الي اشترو,False
668,تنط,اذامب,2019-09-12 10:24:12,"{'id': 10724095, 'body': 'شكرا لك ♥️', 'modified': '2019-09-17T10:49:03Z'}",5,جميل مررررررة ♥️♥️,False
669,جده مشروع الامير فواز,بياري,2019-09-09 09:24:06,"{'id': 10611617, 'body': 'هلا و الله السموحة ممكن تواصل معنا عبر الرابط التالي و اكيد رح انساعدك بشكل افضل :  https://bit.ly/2CpxstP  و شكرا', 'modified': '2019-09-10T12:05:06Z'}",5,انا لاحظت اني لغيت شي من الطلبيه ومكتوب ملغي لاكن الى الان ماتعدلت قيمة الفاتوره.   كمان لاحظت شي ثاني بتتلغي اشياء انا ماكنت ابغى الغيها,False
670,انا سعيده بموقع لكن إلى الان لم تتوفر الحقيبة,سوسو💗,2019-09-06 13:20:38,"{'id': 10565476, 'body': ' مرحباً، يؤسفنا اعلامك أن هذا المنتج قد نفذت الكمية منه، وقد تتوفر مرة أخرى حسب توفرها من المورد. شكرا لتفهمكم ', 'modified': '2019-09-07T14:05:21Z'}",1,توجد شنط نفذت الكميه وما توفرت إلى الان 💔,False
671,الرجاء التوصيل إلى قطر🙏,hjruehyhd,2019-08-01 14:58:39,"{'id': 9986949, 'body': '\r\nمرحبا,بسبب الأحداث الأخيرة والقيود المفروضة على الشحن إلى قطر، لن نكون قادرين علي شحن طلبيتكم.\r في حين أننا نعتذر عن الإزعاج الناجم عن الظروف الحالية التي هي خارج سيطرتنا، ونحن نقدر بالتأكيد تفهمكم لهذه المسألة \u200eو شكرا ', 'modified': '2019-08-03T14:00:34Z'}",4,اااا,False
672,لم تصلني طلباتي ولها أكثر من 14 يوم ووصلني ثلاث قطع والباقي لم تصل وانا من الرياض,عبدالعزيز القبيلي,2019-09-02 10:20:05,"{'id': 10564083, 'body': 'هلا و الله السموحة ممكن تواصل معنا عبر الرابط التالي و اكيد رح انساعدك بشكل افضل :  https://bit.ly/2CpxstP  و شكرا', 'modified': '2019-09-07T10:59:09Z'}",1,طلباتي لم تصلني لها اكثر من 14يوم,False
673,ممتاز جدا,ام جواد,2019-08-26 14:52:47,"{'id': 10534470, 'body': 'مرحباً   نشكرك على الكلام الجميل, و يسعدنا أن التطبيق قد نال اعجابك, شكرا', 'modified': '2019-09-05T12:05:45Z'}",5,"للأمانه افضل تطبيق 
من حيث الجوده والاسعار 
جميع المنتجات أصليه عن تجربه.",False
674,خدمه رائعه,mohammed sood,2019-08-19 08:06:41,"{'id': 10262349, 'body': 'مرحباً   نشكرك على الكلام الجميل, و يسعدنا أن التطبيق قد نال اعجابك, شكرا', 'modified': '2019-08-20T15:02:55Z'}",5,تطبيق رائع وماركاات عالميه مشهور وللامانه صايبني ادمااان عليهم لازم كل شهر اشتري من عندهم,False
675,ااااا,تكننها,2019-08-16 16:23:23,"{'id': 10262295, 'body': 'مرحبا, شكرا على الملاحظة و سوف نقوم باعلام الفريق المختص و يمكنك دائما الاطلاع على قسم المنتجات التي وصلت حديثا لكل جديد على الموقع :)', 'modified': '2019-08-20T15:00:25Z'}",5,وفرو لنا اشنط حقت بوما خلصت علينا,False
676,متدني المستوى,khlaledd,2019-08-10 08:37:19,"{'id': 10128587, 'body': ' هلا و الله نحن نقوم بالتوصيل على اكثر من شركة شحن ليتم تفادي اي تاخير و امل منك توضيح اكثر ليتم التحقق و مساعدتك و  يمكنك التواصل معنا على المحادثة المباشرة خلال الصفحة الرئيسية بموقع نمشي موجودين للخدمة على مدار ال 24 ساعة و شكرا', 'modified': '2019-08-12T13:07:43Z'}",1,التوصيل يتم بطريقة بدائية و صعب الوصول الى خدمة العملاء خصوصا انهم في الإمارات ومو بالسعودية,False
677,حسبتة واو بس طلع خايس مدري ليش يعلنون له,faisal--,2019-08-08 08:29:49,"{'id': 10128489, 'body': 'افا يالغالي ، صارلنا 7  سنوات نطور بالبرنامج ، وبالآخر يع خايس  ، شو اللي ازعجك يالحبيب ، مايردك الا لسانك ، وان شاء الله بنرضيك باللي نقدر عليه .', 'modified': '2019-08-12T13:04:15Z'}",1,يع خايس 😤,False
678,الظهران,sh2ima,2019-08-07 23:58:17,"{'id': 10128478, 'body': 'شكرا لك :) ', 'modified': '2019-08-12T13:03:38Z'}",5,موقع متكاامل جمييل ججداً,False
679,التطبيق مايفتح,السيده نوف,2019-08-03 04:05:25,"{'id': 9987064, 'body': 'هلا و الله السموحة ممكن تواصل معنا عبر الرابط التالي و اكيد رح انساعدك بشكل افضل :  https://bit.ly/2CpxstP  و شكرا', 'modified': '2019-08-03T14:19:49Z'}",5,تطبيق نمشي له مده مايفتح معي من وين المشكله,False
680,Hello,عربيد احمد ١١١١١١١,2019-07-23 18:59:38,"{'id': 9899861, 'body': 'مرحبا, عند اختيار العلم السعودي يتم تغيير العملة الى الريال السعودي و شكرا ', 'modified': '2019-07-29T13:54:17Z'}",4,اتمنى ان اعرف كيف يمكنني تغير العملة من دولار الى الريال السعودي,False
681,تواجد بمصر ✌️,GoDa^_^,2019-07-01 05:19:08,,4,جعل نمشى متواجد فى مصر 😍✌️,False
682,ابو حمد,لدذب,2019-07-22 18:56:14,,5,اييرر,False
683,اليععس,الواجهه,2019-07-16 09:52:58,"{'id': 9709750, 'body': 'شكرا لك :) :)', 'modified': '2019-07-17T14:32:27Z'}",5,جميله,False
684,اسوأ موقع تسوق في العالم,يسسسسوري,2019-07-12 11:24:48,"{'id': 9641788, 'body': 'هلا و الله السموحة ممكن تواصل معنا عبر الرابط التالي و اكيد رح انساعدك بشكل افضل :  https://bit.ly/2CpxstP  و شكرا', 'modified': '2019-07-13T11:20:10Z'}",1,موقع فاشل بما تعنيه الكلمه من كل النواحي .. ويلغي الطلبات ع كيفه وبدون سبب .. لو فيه تقييم اقل من نجمه ما ترددت في منحها له.. الى مزبلة التاريخ,False
685,نزلو فساتين مقاسات كبيره💔,Doaassf,2019-07-09 04:15:24,"{'id': 9592985, 'body': 'مرحبا, امل منك اعلامكنا ملاحظاتك و انواع الماركات و يمكنك دائما الاطلاع على قسم المنتجات التي وصلت حديثا لكل جديد على الموقع :)', 'modified': '2019-07-10T12:10:44Z'}",1,الكولكشن نايمم وسيء,False
686,ام خالد,ام خالد١١١١١١١١١١١١١١,2019-07-07 17:01:54,"{'id': 9545489, 'body': 'العفو :)', 'modified': '2019-07-08T10:25:51Z'}",5,شكرا,False
687,غالي,تويض,2019-07-05 17:37:26,"{'id': 9545456, 'body': 'هلا يوفر نمشي منتجات أصلية 100% بأسعار مطابقة للسوق المحلي ناهيك عن خدمة التوصيل مجانا والاستبدال خلال 14 يوم  و  يمكنك الاشتراك بنشرة نمشي الاخبارية لتصلك افضل العروض و قسائم التخفيض على بريدك الالكتروني و شكرا', 'modified': '2019-07-08T10:23:14Z'}",2,غالييي,False
688,جده,فرفوحه,2019-06-28 09:03:34,,5,جمييل أثق بنمشي جداً,False
